id,datetime,title,content,link,source
0,2020-06-18 13:05:00,证券维权律师说法：股民如何向新纶科技索赔,"股民维权平台：http://wq.finance.sina.com.cn/,2020年5月24日晚，新纶科技（维权）（002341）公告收到证监会《行政处罚决定书》。根据《证券法》及最高人民法院的司法解释，股民索赔提起诉讼的前置条件是证监会对上市公司信披违法违规进行立案调查并最终作出行政处罚。关于新纶科技（002341）股民索赔诉讼的相关事项，知名证券维权律师李修蛟律师团队给出法律解读：（新纶科技维权入口）,一、新纶科技（002341）被证监会正式处罚，股民索赔可以启动,根据《行政处罚决定书》，证监会查新纶科技（002341）违法事实如下：一、虚构贸易业务虚增收入及利润。2016年至2018年，新纶科技通过全资子公司新纶科技（常州）有限公司与自然人张和春控制的多家公司虚构贸易业务方式，虚增收入、成本及利润。二、未按规定披露关联交易。广州宏辉电子科技有限公司为新纶科技（002341）关联方，宏辉电子与新纶科技（002341）之间资金往来及担保情况。三、未按规定披露对外担保。2017年5月至2017年12月期间，新纶科技（002341）及其全资子公司金耀辉使用自身在银行的定期存款，为宏辉电子和深圳市前海贝斯曼科技有限公司两家公司的银行贷款提供存单质押担保，2017年度担保额度为40，000万元。,二、新纶科技（002341）投资者索赔的条件,新浪股民维权平台律师、广东法制盛邦律师事务所管理合伙人李修蛟认为，新纶科技（002341）投资者索赔条件：在2017年4月25日到 2019 年 6 月 26 日之间买入新纶科技（002341）股票，并且在 2019 年 6 月 26 日后卖出或继续持有股票的投资者，目前可准备发起索赔，索赔条件以法院最终认定的为准。,三、新纶科技（002341）索赔案件的管辖法院,根据法律规定，投资者对新纶科技（002341）提起索赔，案件将由深圳市中级人民法院管辖。,四、律师代理投资者起诉如何收费,此类案件一般采取风险收费的方式，在股民获得赔偿后再按比例支付律师费（具体的收费可与律师团队协商确定），律师在股民获赔前不收取任何律师费。诉讼费则由股民垫付，在案件判决生效后，由法院根据输赢的情况按比例退回。,责任编辑：王妍",https://finance.sina.com.cn/stock/2020-06-18/doc-iirczymk7672304.shtml,sinaStock
1,2020-06-18 12:56:00,业内人士：王振华宁愿花几百万请大律师 也不给受害人赔偿,"经过两天、16小时的庭审，上海市普陀区人民法院（以下简称普陀法院）于6月17日下午公布了对新城控股原董事长王振华猥亵儿童案作出当庭判决，判处王振华有期徒刑五年。,判决结果出来，许多人直呼量刑过轻，“有钱人的犯罪成本太低了。”,一位接近被害人的人士表示，“就判了五年，也没有任何赔偿。王振华宁愿花几百万请大律师，也不愿意给受害人赔偿安抚。”,根据刑法第二百三十七条的规定，猥亵儿童罪指的是为了满足性刺激而对儿童进行性侵犯的行为。中国政法大学法学教授阮齐林表示，猥亵行为基本上分两个方面，一个方面主观上是带有一定的满足性刺激的动机或倾向；另一方面，客观上对儿童有性侵的行为。,犯猥亵儿童罪的，会依法判处五年以下有期徒刑，并从重处罚。如果被认定为聚众或在公共场所当众犯罪的，或者有其他恶劣情节的，处五年以上有期徒刑。,因此，前述人士认为，“在现有的证据范围内，只能在五年以下的量刑档进行判罚的情况下，判了五年其实已经是顶格判了。”,京师律师事务所律师王殿学、王荣梅表示，猥亵儿童罪存在两档法定刑，分别为五年以下和五年以上有期徒刑，最高可以判到十五年。因此从第一档法定刑来看，一审判决判处五年有期徒刑是顶格判处的。问题在于，王振华这个案件能否适用第二档法定刑，即五年以上？根据刑法第237条规定，升格法定刑的情况包括“聚众或者在公共场所当众”、“有其他恶劣情节的”。,据了解，被害人委托理律师曾希望根据第二档进行量刑。但法院认定王振华的行为已构成猥亵儿童罪，但其不属于在公共场所当众实施犯罪，也不具有其他恶劣情节。,“法律本身是有很大的量刑幅度的，对情节恶劣的猥亵儿童案件，最高可以判到15年。关键是如何认定‘其他恶劣情节’。” 王殿学、王荣梅律师表示。,法律界人士认为，目前一审刚刚宣判，王振华上诉与否还未定，因此判决能否生效还是未知数。如果被告方提出上诉，则会进入二审环节。,责任编辑：张海营",https://finance.sina.com.cn/stock/s/2020-06-18/doc-iircuyvi9141176.shtml,sinaStock
2,2020-06-18 12:43:00,华安证券突然暴跌：一再融资要钱 刚发转债又配股40亿,"炒股就看金麒麟分析师研报，权威，专业，及时，全面，助您挖掘潜力主题机会！,中国基金报 江右,券商“饥渴”要钱，市场并不认可。刚发完28亿可转债，今又来40亿配股方案，华安证券今日上午盘中一度暴跌7%，大幅领跌券商股！截至今日上午11时，华安证券市值为237亿元。,而就在40亿配股出来前，华安证券的重要股东刚刚宣布最高超4亿的减持计划，合计持股6.6%的股东东方创业计划在半年内减持不超7242万股。而就在今年4月，刚有两大股东披露完成减持计划。,截至今年一季度末，华安证券的股东户数位16.38万户。,刚发完转债突然又宣布配股,今年3月份刚完成28亿可转债融资后，才过了不到3个月，华安证券又来融资了，拟向向全体股东每10股配售3股，配股募集资金总额不超过人民币40亿元。,若以公司截至2020年3月31日的总股本362，100.00万股为基数测算，本次配售股份数量为108，630.00万股。以不超40亿元的配股募资额，预计配股价格不到4元，而今日即使跌停，华安证券股价仍有6.26元。,配股价远低于目前股价，参与配股就得“掏钱”出来，不参与配股就亏了，因为配股除权后股价得降低。,不只是一再融资，华安证券还频遭减持，最近几个月股价疲弱。今年3月份高位以来，华安证券股价跌幅已经超过30%。,刚宣布减持：,连控股股东方都在减持,6月16日晚间，华安证券发布股东减持公告。因为自身资金需要，5%以上重要股东东方创业拟通过集中竞价方式减持华安证券股份不超过7242万股，减持比例不超过2%，2020年7月10日至2021年1月5日是竞价交易减持期。以目前股价计算，减持金额最高超4亿元。,东方创业并不是唯一一家减持的股东。今年4月，包括控股股东方在内的两大股东先后完成减持计划，涉及近8000万股股份。,华安证券今年4月29日公告，2019年10月28日至2020年4月23日期间，控股股东安徽省国有资本运营控股集团的一致行动人安徽天成投资完成减持2413万股，减持比例为0.67%，减持总金额为1.78亿元。,华安证券今年4月10日公告，在2019年10月11日至2020年4月8日期间，安徽出版集团完成减持华安证券5355万股，减持比列为1.48%，减持总金额为3.71亿元。减持完成后，安徽出版集团仍持有华安证券12.88%的股份。,踩雷计提减值超4亿,2020年3月27日，华安证券召开第三届董事会第七次会议和第三届监事会第五次会议，审议通过了《关于公司计提资产减值准备的议案》。,为准确、客观地反映公司2019年12月31日的财务状况及2019年年度的经营成果，经公司及子公司对存在减值迹象的资产（范围包括融出资金、买入返售金融资产、债权投资、其他债权投资和应收账款等）进行全面清查和资产减值测试后，在2019年上半年已计提资产减值准备12，328.06万的基础上，2019 年下半年计提各项资产减值准备30，520.01万，全年共计提各项资产减值准备人民币42，848.07万元。,这其中包括很多踩雷项目。例如在应收账款中到期未兑付债券转入为公司合并范围内资管产品购买的债券到期应付未付的本金款项。,其中涉及的违约债券发行主体包括新光控股集团有限公司、凯迪生态环境科技股份有限公司、神雾环保（维权）技术股份有限公司、武汉国裕物流产业集团有限公司、安徽省外经建设（集团）有限公司、五洋建设集团股份有限公司、上海华信国际集团有限公司。因上述违约债券本金偿付存在重大不确定性，已存在客观减值证据，结合公司相关会计政策并本着公允反映估值的原则，对2019年新增违约债券按逾期期限和第三方估值计算减值孰高的金额进行计提，2019年共计提减值准备12，313.46万元。,责任编辑：张海营",https://finance.sina.com.cn/stock/s/2020-06-18/doc-iircuyvi9139652.shtml,sinaStock
3,2020-06-18 12:00:00,旋极信息因会计差错调整5个季度业绩 收深交所监管函,"来源：中国经济网,中国经济网北京6月18日讯 深圳证券交易所网站今日公布的创业板监管函（〔2020〕第94号）显示，北京旋极信息技术股份有限公司（以下简称“旋极信息”，300324.SZ）于2020年4月25日披露了《关于前期会计差错更正的公告》。,该公告显示，公司因2019年将专网保密通信系统项目按总额法确认收入和成本、2018年收购北京联合信标测试技术有限公司100%股权按非同一控制下企业合并进行处理存在错误，公司对前期财务数据进行差错更正，其中对2018年半年度、2018年前三季度、2018年年度、2019年半年度、2019年前三季度营业收入调整金额分别为481.45万元、636.63万元、481.45万元、-1.74亿元、-1.74亿元，占更正后营业收入的0.29%、0.25%、0.12%、-14.19%、-7.82%；对2018年半年度、2018年前三季度、2018年年度、2019年第一季度、2019年半年度、2019年前三季度归属于上市公司股东的净利润调整金额分别为155.03万元、269.34万元、130.29万元、2.20万元、14.79万元、16.34万元，占更正后净利润的0.63%、0.78%、2.95%、0.02%、0.11%、0.07%。,旋极信息的上述行为违反了深交所《创业板股票上市规则（2018年11月修订）》第1.4条、第2.1条的规定。深交所要求旋极信息董事会充分重视上述问题，吸取教训，及时整改，杜绝上述问题的再次发生。,经中国经济网记者查询发现，旋极信息成立于1997年11月28日，注册资本17.53亿元，于2012年6月8日在深交所挂牌，姜平为法定代表人，截至2020年3月31日，陈江涛为第一大股东，持股5.71亿股，持股比例32.57%。,旋极信息于2020年4月25日发布的《关于前期会计差错更正的公告》显示，公司于2018年通过某特殊用户的合格供应商审核，但由于不能独立完成特殊用户专网保密通信设备的生产及制造，只能通过向用户指定的供应商进行采购的方式先行参与到专网保密通信系统项目中，对于此项业务，旋极信息于2019年6月与12月按总额法确认收入与成本，会计处理存在错误，需要进行差错更正。,此外，公告还显示，公司2018年年度报告中，对当年5月收购北京联合信标测试技术有限公司100%股权交易事项未按照同一控制企业合并处理，会计处理存在错误。公司上述行为违反了《上市公司信息披露管理办法》第二条的规定。北京证监局根据《上市公司信息披露管理办法》第五十九条规定，对公司采取责令改正行政监管措施，公司对前述2018年收购联合信标100%股权事项相关会计差错进行更正。,深交所《创业板股票上市规则（2018年11月修订）》第1.4条规定：发行人、创业板上市公司及其董事、监事、高级管理人员、股东、实际控制人、收购人、重大资产重组有关各方等自然人、机构及其相关人员，以及保荐机构及其保荐代表人、证券服务机构及其相关人员应当遵守法律、行政法规、部门规章、规范性文件、本规则和本所发布的细则、指引、通知、办法、备忘录等相关规定（以下简称“本所其他相关规定”）， 诚实守信，勤勉尽责。,深交所《创业板股票上市规则（2018年11月修订）》第2.1条规定：上市公司及相关信息披露义务人应当根据法律、行政法规、部门规章、规范性文件、本规则以及本所其他相关规定，及时、公平地披露所有对公司股票及其衍生品种交易价格可能产生较大影响的信息，并保证所披露的信息真实、准确、完整，不得有虚假记载、误导性陈述或者重大遗漏。,以下为原文：,关于对北京旋极信息技术股份有限公司的监管函,创业板监管函〔2020〕第94号,北京旋极信息技术股份有限公司董事会：,2020年4月25日，你公司披露了《关于前期会计差错更正的公告》，称因2019年将专网保密通信系统项目按总额法确认收入和成本、2018年收购北京联合信标测试技术有限公司100%股权按非同一控制下企业合并进行处理存在错误，公司对前期财务数据进行差错更正，其中对2018年半年度、2018年前三季度、2018年年度、2019年半年度、2019年前三季度营业收入调整金额分别为481.45万元、636.63万元、481.45万元、-17，431.86万元、-17，431.86万元，占更正后营业收入的0.29%、0.25%、0.12%、-14.19%、-7.82%；对2018年半年度、2018年前三季度、2018年年度、2019年第一季度、2019年半年度、2019年前三季度归属于上市公司股东的净利润（以下简称“净利润”）调整金额分别为155.03万元、269.34万元、130.29万元、2.20万元、14.79万元、16.34万元，占更正后净利润的0.63%、0.78%、2.95%、0.02%、0.11%、0.07%。,你公司的上述行为违反了本所《创业板股票上市规则（2018年11月修订）》第1.4条、第2.1条的规定。请你公司董事会充分重视上述问题，吸取教训，及时整改，杜绝上述问题的再次发生。,我部提醒你公司：上市公司必须按照国家法律、法规和《深圳证券交易所创业板股票上市规则》，认真和及时地履行信息披露义务。,上市公司的董事会全体成员必须保证信息披露内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏，并就其保证承担个别和连带的责任。,特此函告,创业板公司管理部,2020年6月18日,责任编辑：常福强",https://finance.sina.com.cn/roll/2020-06-18/doc-iircuyvi9132108.shtml,sinaStock
4,2020-06-18 11:16:00,新潮能源违规提供担保 投资者或可索赔,"股民维权平台：http://wq.finance.sina.com.cn/,新浪财经讯 2020年5月29日，新潮能源（维权）（600777） 公告称，因涉及恒天中岩投资管理有限公司诉讼事项，公司于当日收到中国证券监督管理委员会的《调查通知书》：因公司涉嫌信息披露违法违规，证监会决定对公司立案调查。同日收到《调查通知书》的还有新潮能源前任董事长黄万珍、前任董事兼总经理胡广军、前任监事杨毅，前述人员已不再担任公司董事、监事或高级管理人员职务，不会对公司日常经营产生影响。（新潮能源维权入口）,此次新潮能源被调查可以追溯到2018年12月19日，新潮能源曾发布《涉及诉讼公告》，称2018年12月18日，公司收到北京市高级人民法院下达的《应诉通知书》，就恒天中岩投资管理有限公司与北京正和兴业投资管理有限公司、唐万新合同纠纷一案，申请追加新潮能源为被告，并请求判令新潮能源就两项诉讼请求下的债务承担连带责任，同时银行账户资金被冻结。公告显示，两项诉讼涉及回购价款6.13亿元，以及截至2018年4月1日的违约金6348.38万元，共计约6.76亿元。,根据公告，2017年，恒天中岩投资管理有限公司与新潮能源签订了《保证合同》，就北京正和兴业投资管理有限公司在《回购协议》项下的回购义务，向恒天中岩投资管理有限公司提供不可撤销的无限连带责任保证。新潮能源当时表示，关于上述诉讼提及的担保，未经公司董事会、股东大会审议，公司现任董事会在收到上述应诉通知书之前对该担保不知情。目前该案还在审理中。,上海申亚律师事务所杨长青律师表示：此事所涉及的新潮能源高管已经离职，现任新潮能源高管不大可能受到处罚，如果新潮能源因信息披露违规被证监会处罚，公司需要对投资者承担赔偿责任。根据目前的公开信息，在2017年12月31日之后，2020年5月29日之前买入，且在2020年5月30日仍然持有新潮能源的投资者，如果蒙受损失，有索赔资格。具体时间节点以法院认定为准。,责任编辑：王妍",https://finance.sina.com.cn/stock/2020-06-18/doc-iircuyvi9120260.shtml,sinaStock
5,2020-06-18 10:58:00,中金上调吉利汽车目标价至16.6港元,"原标题：中金上调吉利汽车目标价至16.6港元,中金公司发表研究报告称，吉利汽车(00175.HK)计划在上海科创板上市，考虑到公司增加融资平台，享受A股板块更高估值中枢，而公司在进一步补充资金后，防御性增强，上调目标价21％至16.6港元。,责任编辑：陈悠然 SF104",https://finance.sina.com.cn/stock/s/2020-06-18/doc-iircuyvi9115209.shtml,sinaStock
6,2020-06-18 10:47:00,京东今日正式在港上市：募资300亿创年内之最 刘强东身家水涨船高,"6月18日，京东集团在港交所正式挂牌交易，上市代号为“9618”，此次发售了1.33亿股A类普通股。,刘强东缺席敲钟现场。受疫情影响，京东正式登陆港交所的仪式将安排在京东的总部，京东零售CEO徐雷等高管出现在现场参与“云敲钟”仪式。在18日上市仪式现场，京东集团战略执行委员会（SEC）成员也首次集体亮相。京东零售集团CEO徐雷称：“京东集团满怀着感恩之心来到香港，不仅是因为我们希望与更多的客户和合作伙伴分享我们的发展成果，更是因为我们对中国和中国经济的未来充满了信心。”,京东上市首日开盘涨5.75%报239港元，截至记者发稿，京东涨3.81%报234.6港元，按此计算，京东港股总市值约7000亿港元。福布斯实时富豪榜显示，刘强东财富净值为135亿美元，排名在前的中国“富豪”还有马化腾、马云、黄峥、王卫、丁磊、张志东等人。,18日上市仪式现场，来自京东员工和客户的6名代表与京东零售CEO徐雷共同敲响京东赴港上市锣声。,京东集团方面人士介绍，员工代表分别是京东物流武汉亚洲一号城配青年车队队长张谨；给武汉金银潭医院送货快递员李华斌；京东健康全职医生肖幸幸；还有受京东平台商家王珂；京喜产业带商家陈卓越；以及河北省阜平县平石头村村支书顾路红。,募资300亿港元，创年内港交所新股之最,6月17日早间，京东集团发布发售价及配发结果公告。公告显示，其发售价定为每股226.00港元，全球发售募集资金净额约为297.71亿港元，已经超越网易(09999.HK/NTES.US)，成为今年以来港交所最大规模的新股发行。此前，网易通过全球发售募集资金净额约为209亿港元。,认购结果显示，京东在此次招股中，认购人数达39.7万，超越了网易的37.1万认购人数，成为今年最多人认购的新股。此外，京东公开发售冻资超2800亿港元，超过了此前沛嘉医疗-B的2600亿冻资额。,据京东配发公告称，本次认购合共1,189,655,500股发售股份，相当于香港公开发售初步可供认购发售股份总数6,650,000股的约178.90倍。由于此次香港公开发售超额认购超过100倍，因此将部分国际发售股份分配至香港公开发售，由此将香港公开发售部分的比例从5%提升到12%。因此，京东赴港上市筹资共计297.71亿港元。,这也意味着，京东已经成为今年认购人数最多、集资总额最大、冻资额最高的港股新股。,公开资料显示，京东在2014年5月上市美国纳斯达克。目前，是在美上市的市值规模第三大中概股。今年6月5日，京东通过香港交易所聆讯，开始在港二次上市。,根据招股说明书，此次募集的资金将用于投资以供应链为基础的关键技术创新，包括零售、物流及客户参与度。京东将通过继续投资一系列关键运营系统(例如智能定价及存货管理系统、智能客户服务解决方案及全渠道智能零售平台)以进一步开发及提升的零售技术与客户参与度。,一手中签率10%，暗盘交易大涨,6月17日晚间，京东集团就已在港股暗盘悄然开始了交易。据悉，当晚富途暗盘开报248港元，最终收报242.6港元，较招股价涨7.35%。,根据公开信息，此次京东二次上市的公开配售申购人数高达39.61万，一手中签率10%，投资者打新收益每手可赚780港元(剔除手续费)，总市值7466.34亿港元，成交额7668.2万港元。,与此同时，京东美股股价也在盘前迎来上涨。截至6月18日今晨盘后京东美股涨幅1.69%，收于62.01美元，目前京东在港上市新股发售价定为226港元，较此前的最高定价低10港元，折合成美股为58.32美元/ADS，这意味着目前美股股票有约6%的溢价。,当年京东赴美上市时，对自身的定位是“国内自营电商平台”，如今经过近六七年的发展，其在战略上已经改为“以供应链为基础的技术与服务企业”。富途证券投研团队认为，这表明京东将深度挖掘自身在供应链上的优势。但无法忽视的是，京东目前面临着拼多多、抖音快手、淘宝直播等新的竞争对手，国内电商竞争环境也比过去更加变幻莫测。,有券商分析人士建议：“在电商业务上，京东应当拥抱内容电商和社交电商等新的玩法和新的竞争环境，充分利用好和快手的战略合作机会，守住基本盘；在供应链上，则应充分利用自身的硬件基础和电商数据的积累，通过供应链能力对外输出，摊薄自身物流成本，实现更高的应力能力。”,评级机构标普表示，正值中国企业于美国上市可能受限之时，京东集团在香港二次上市将有助扩大其资金渠道，并认为此次上市对京东的债务杠杆和风险管理具有一定的正面影响。财报显示，截至今年3月31日，京东现金和现金等价物为435亿元，上市所筹资金将再扩大京东的净现金余额，不过，标普称，“评级上调更可能来自于京东通过提升产品多元化和利润率来增强其竞争地位而非降低债务杠杆。”,上市前刘强东密集卸任旗下京东物流、数科高层职务,虽然资本市场的行动如火如荼，但是工商信息显示，京东集团董事局主席兼首席执行官刘强东在密集卸任京东旗下公司高层职务。,天眼查监测的工商信息变更显示，今年以来，刘强东已经卸任了京东旗下超过60家公司的高层职位，尤其是集中卸任了京东物流、京东数科相关公司职务。,具体来看，今年4月2日京东运营主体——北京京东世纪贸易有限公司发生工商变更，刘强东卸任法定代表人、执行董事和总经理，徐雷接任执行董事、经理和法定代表人。今年2月27日，京东数科的运营主体京东数字科技控股有限公司发生工商变更，刘强东卸任法定代表人和董事长，京东数科CEO陈生强接任法定代表人，京东CHO余睿接任董事长。本周以来，刘强东再卸任天津京东启正贸易有限公司经理、廊坊京东吉特贸易有限公司总经理、廊坊京东冠马贸易有限公司经理、广东京东云锦扬信息技术有限公司经理及昆明京东云科物流有限公司总经理。,“这些其实都是为了京东重新上市做准备，这次上市的京东不再是纳斯达克那样的集团整体上市，而是以京东（商城）主体为核心的增发上市。目前京东物流和京东数科已经完成独立。”有市场人士如此分析，而一直以来，京东物流、京东数科也被传有望独立上市。,不过，尽管日常的管理职务卸任了，但从股权来看，刘强东对京东仍牢牢握有话语权。根据此前招股书，刘强东持有京东15.1%的股权，腾讯全资子公司黄河投资有限公司持股17.8%、为最大股东，沃尔玛持股9.8%；与此同时，刘强东投票权为78.4%，腾讯为4.6%，沃尔玛为2.5%。,市场分析认为，随着京东增发股份二次上市，有望带来京东集团市值上升，而刘强东持有15%股权也有望水涨船高，未来个人身家或能逼近马云。,责任编辑：陈悠然 SF104",https://finance.sina.com.cn/stock/s/2020-06-18/doc-iirczymk7642942.shtml,sinaStock
7,2020-06-18 09:38:00,香溢融通虚假陈述被处罚 投资者索赔可启动,"股民维权平台：http://wq.finance.sina.com.cn/,香溢融通（维权）日前发布公告，2020年6月5日，公司收到中国证券监督管理委员会宁波监管局《行政处罚决定书》（【2020】4 号）及市场禁入决定书〔2020〕1号 ：香溢融通2015年、2016年年度报告存在虚假记载的行为，违反了《证券法》第六十三条所述“上市公司依法披露的信息，必须真实、准确、完整，不得有虚假记载”的规定，构成《证券法》第一百九十三条第一款所述“上市公司所披露的信息有虚假记载”的行为。根据当事人违法行为的事实、性质、情节与社会危害程度，依据《证券法》第一百九十三条第一款的规定：（香溢融通维权入口）,1．对香溢融通给予警告，并处以60万元罚款；,2．对邱樟海给予警告，并处以30万元罚款；,3．对潘昵琥给予警告，并处以20万元罚款；,4．对沈成德给予警告，并处以20万元罚款；,5．对刘正线给予警告，并处以15万元罚款；,6．对夏卫东给予警告，并处以15万元罚款；,7．对林蔚晴给予警告，并处以10万元罚款。,市场禁入决定书的内容是：对邱樟海采取终身证券市场禁入措施；对潘昵琥、沈成德采取10年证券市场禁入措施；对刘正线采取5年证券市场禁入措施。,经查，香溢融通涉嫌违法的事实有：2015年12月，为提升考核利润和管理层薪酬，时任香溢融通董事、总经理邱樟海决策转让香溢融通子公司持有的资管产品收益权。香溢融通2015年虚增利润总额1.03亿元，占2015年更正前利润总额的48.76%，虚增净利润77，580，324.37元，占2015年更正前净利润的49.96%；2016年虚减利润总额40，976，005.77元，占2016年更正前利润总额的26.54%，虚减净利润29，278，006.30元，占2016年更正前净利润的24.97%。,上海申亚律师事务所杨长青律师表示：在2016年3月10日至2019年1月11日期间买入香溢融通，并在2019年1月12日后卖出或继续持有并受到损失的投资者，有索赔资格。参与此活动的投资者在获得赔偿前无需支付任何律师费用，需要支付诉讼费给法院，最终索赔条件与获赔情况根据法院判决为准。,责任编辑：王妍",https://finance.sina.com.cn/stock/s/2020-06-18/doc-iirczymk7622629.shtml,sinaStock
8,2020-06-18 09:34:00,拟圈钱18.5亿还债 聚焦锂产业后威华股份跌停,"原标题：拟“圈钱”18.5亿还债，卖掉人造板聚焦锂产业后威华股份跌停,记者 | 姚汀兰,6月17日开盘，威华股份（002240.SZ）开盘即砸向跌停，当日收于11.14元/股。,6月16日晚间，威华股份发布公告称，拟非公开发行股票，向盛屯益兴、瑞华控股指定的控股或全资子公司、科创嘉源、杉杉创晖基金（拟设立）等公司非公开发行不超过2.232亿股，发行价格为8.29元/股，募集资金不超过18.5亿元，扣除发行费用后将全部用于补充流动资金和偿还有息负债。,公告显示，盛屯益兴、盛屯汇泽为威华股份控股股东盛屯集团的全资子公司，厦门屯濋（拟设立）的普通合伙人及主要出资人为盛屯集团。因此威华股份与盛屯益兴、盛屯汇泽、厦门屯濋（拟设立）实则为同一控制下的企业。,值得注意的是，本次定增对象也大有来头。其中瑞华控股指定的控股或全资子公司、科创嘉源、杉杉创晖基金（拟设立）更是为威华股份此次定增引入的战略投资者。在此次威华股份定增完成后，上述3位对象将依次持有威华股份4.99%、3.74%、2.49%的股份。,根据6月16日当晚，威华股份发布的《附条件生效的战略合作暨股份认购协议》。瑞华控股成立于2003年，主要从事股权投资业务，长期聚焦并投资国内新能源材料企业，以及动力电池相关产业。,科创嘉源则是一家从事锂电产业链资源整合、资本运作、咨询服务的机构，在锂电产业链占有一席之地。,值得一提的是，此次定增对象中也不乏锂电池行业巨头杉杉股份。据悉，杉杉股份近日以7.7亿美元收购了LG偏光片相关业务，并与LG达成了长期战略合作关系，其资本及技术实力可见一斑。,此外，值得注意的是，6月12日，威华股份发布资产重组公告，公司拟出售人造板业务相关产业55%股权，交易对手即为控股股东盛屯集团。根据公告，威华股份出售人造板业务相关资产后，其主营业务将集中于锂盐新能源材料产品的生产与销售。,6月17日定增或是助力威华产业转型的又一举措。,根据2019年年报，威华股份2019年实现营业收入22.79亿元，同步下降9.51%；归母净利润亏损5924.06万元，同比由盈转亏。,根据2020年一季报，报告期内，威华股份实现营业收入2.41亿元，同比减少53.92%；归母净利润亏损5721.42万元，同比由盈转亏。,针对威华股份产业转型，招商证券在6月16日发布的研报中表示，威华股份的人造板业务初步估计总资产为16.6亿元-17.3亿元。同时，考虑到估值高于净资产，威华股份出售55%股权，若2020年能够完成，则预计给公司贡献约1亿左右净利润。,此外，招商证券表示，由于锂盐价格下降，预计威华股份2020至2022年净利润为3800万元、1.29亿元、1.92亿元，对应市盈率242、71.5和28.1倍，考虑到威华股份锂盐产能的迅速扩张，使其投产进度不及预期，下游客户开拓不顺利等因素，维持投资评级“-A”级。,资料显示，威华股份于2008年在深圳上市，是一家主要从事中（高）密度纤维板的生产与销售、林木种植与销售以及稀土、锂盐产品生产与销售的企业。,责任编辑：常福强",https://finance.sina.com.cn/roll/2020-06-18/doc-iirczymk7622526.shtml,sinaStock
9,2020-06-18 09:25:00,退市边缘*ST金洲现怪事：子公司被黑客攻陷 错记利润,"原标题：退市边缘*ST金洲现怪事：子公司被黑客攻陷，错记利润8900万,记者 | 可达,2018年、2019年连续两年净利润为负，“披星戴帽”的*ST金洲（000587.SZ）又摊上事了！,2020年6月17日午后，年报被出具保留意见的审计报告后，*ST金洲收到第三封年报问询函。,此前6月16日晚间，在深交所的连环追问下，*ST金洲更新了2019年年报并披露了两处会计差错。其中，*ST金洲针对深圳金叶营业利润高于营业收入的解释令人“大跌眼镜”。,*ST金洲称，其子公司东莞金叶珠宝集团下属子公司深圳市金叶珠宝有限公司，在年报之前2020年3月25日服务器被网络黑客攻陷，黑客勒索金钱，公司指令深圳金叶会计重新制作其2019年的账套。会计错将2018年度已经处理的发出黄金货品放到其他应收款计提坏账损失准备的部分重新做发出商品，其效果相当于在没有出现可以回收迹象的情况下，错误予以转回，导致利润增加。调整后*ST金洲合并资产负债表的存货项目减少8952.81万元，合并利润表的营业利润也将减少8952.81万元。,此外，*ST金洲的子公司丰汇租赁在利润表中将原来计入营业成本的利息支出记入了财务费用，导致营业毛利增大。不过本事项调整只是减少了合并利润表中的财务费用金额以及营业成本项目增加同样的金额，并未影响营业利润。,6月17日，针对*ST金洲对2019年年报的调整，深交所要求*ST金洲补充说明子公司深圳市金叶珠宝有限公司更正前后的净利润、对公司2019年净利润的影响，报备深圳金叶展厅的财务报表，并再次核查是否存在其他信息披露不准确的情形。,考虑到2019年*ST金洲巨亏61.87亿元，子公司的会计差错对于净利润的影响有限，但无疑体现了公司的管理乱象。,同时，深交所还问询了*ST金洲对子公司丰汇租赁失去控制的认定标准；对丰汇租赁前后会计政策不一致；*ST金洲向前五大供应商采购的具体内容、发生时间及金额，已支付和应支付款项的情况；*ST金洲向公司高管关联方提供贷款的情况，要求其完整披露公司关联方等等。,此前的5月8 日、5月25 日深交所分别下发的两份年报问询函中，还针对*ST金洲毛利率异常、经营性现金流持续为负、监事对全部议案投弃权票、白银类业务收入大幅增长、逾期未偿还债务、偿债能力、营收账款增长明显等提出了数十项质疑。,据*ST金洲回复，目前逾期债务本息合计32.9亿元。,由于*ST金洲反复延期回复，其在6月3日因未按要求及时、完整回复，遭深交所下发监管函。事实上，*ST金洲在2019年10月31日收到的问询函，截至发稿还仍未回复。,据悉，2019年5月*ST金洲董秘、证代先后离职，至今长达一年的时间都由其董事长朱要文代行职责。,就在今年5月20日，深交所对其下发了监管函，称*ST金洲2019年年度财务报告未严格按照规定进行编制，内容不完整、存在多处重大遗漏；多次错选、漏选公告类别；多次未及时履行信息披露义务，未及时披露独立董事述职报告、独立董事关于控股股东及其他关联方占用公司资金、公司对外担保情况的专项说明和独立意见等。,深交所同时称，在发现上述问题后第一时间向*ST金洲反馈并督促其及时履行信息披露义务，但*ST金洲及相关人员多次拖延、敷衍应对，导致相关信息披露工作未能在要求时间内完成；未严肃对待信息披露工作，相关信息披露文件反复提交披露申请后又撤回。,导致*ST金洲乱象的另一个原因，今年1月3日其公告变更会计师事务所，负责2019年年报审计工作的机构由大信会计师事务所变为永拓会计师事务所。,截至6月17日收盘，*ST金洲收盘价已9个交易日低于1元，处于退市边缘。,责任编辑：常福强",https://finance.sina.com.cn/roll/2020-06-18/doc-iirczymk7623745.shtml,sinaStock
